date,scheme_code,scheme_name,nav
2026-09-19,100046,Aditya Birla Sun Life Liquid Fund -Daily IDCW,100.2108
2026-09-19,100047,Aditya Birla Sun Life Liquid Fund - Growth,453.3986
2026-09-19,100051,Aditya Birla Sun Life Liquid Fund -weekly IDCW,100.2408
2026-09-19,100233,JM Liquid Fund (Regular) - Weekly IDCW,11.0095
2026-09-19,100234,JM Liquid Fund - Growth Option,76.6598
2026-09-19,100244,JM Liquid Fund (Regular) - Quarterly IDCW,43.3902
2026-09-19,100247,JM Liquid Fund (Regular) - Super Institutional Plan - Growth Option,44.0783
2026-09-19,100538,Franklin India Liquid Fund - Regular Plan - Growth,6323.3329
2026-09-19,100546,Franklin India Liquid Fund - Super Institutional Plan - Growth,4238.3460
2026-09-19,100813,UTI Overnight Fund - Regular Plan - Periodic IDCW,1922.9988
2026-09-19,100814,UTI - Overnight  Fund - Regular Plan - Growth Option,3732.7809
2026-09-19,100833,Kotak Liquid Fund - Regular  - Daily Reinvestment of Income Distribution cum capital withdrawal option,1283.7449
2026-09-19,100835,Kotak Liquid Fund - Regular Plan - Growth,5683.6365
2026-09-19,100837,Nippon India Liquid Fund - Retail Option - Growth Plan,6081.9874
2026-09-19,100838,NIPPON INDIA LIQUID FUND - RETAIL Plan - WEEKLY IDCW OPTION,1034.6154
2026-09-19,100842,NIPPON INDIA LIQUID FUND - RETAIL Plan - DAILY IDCW OPTION,1524.5128
2026-09-19,100843,NIPPON INDIA LIQUID FUND - RETAIL plan - MONTHLY IDCW OPTION,1332.0734
2026-09-19,100844,NIPPON INDIA LIQUID FUND - RETAIL Plan - QUARTERLY IDCW OPTION,1212.7013
2026-09-19,100851,Nippon India Liquid Fund -Growth Plan,6864.9884
2026-09-19,100852,NIPPON INDIA LIQUID FUND - DAILY IDCW OPTION,1528.9759
2026-09-19,100853,NIPPON INDIA LIQUID FUND - WEEKLY IDCW OPTION,1530.9755
2026-09-19,100855,NIPPON INDIA LIQUID FUND - MONTHLY IDCW OPTION,1590.5878
2026-09-19,100868,HDFC Liquid Fund - Growth Plan,5518.5658
2026-09-19,101078,JM Liquid Fund (Regular) - Daily IDCW,10.4302
2026-09-19,101184,LIC MF Liquid Fund-Regular Plan-Daily IDCW,1000.1751
2026-09-19,101185,LIC MF Liquid Fund-Regular Plan-Growth,5084.1238
2026-09-19,101206,SBI OVERNIGHT FUND - REGULAR PLAN - GROWTH,4423.3489
2026-09-19,101407,Baroda BNP Paribas LIQUID FUND-Defunct Plan- IDCW Option,3926.3138
2026-09-19,101408,Baroda BNP Paribas LIQUID FUND- Defunct Plan -Growth Option,4758.6644
