date,scheme_code,scheme_name,nav
2026-08-17,151961,LIC MF Gold Exchange Traded Fund,137.7183
2026-08-17,153330,ANGEL ONE NIFTY TOTAL MARKET INDEX FUND DIRECT PLAN GROWTH OPTION,12.0352
2026-08-17,153331,ANGEL ONE NIFTY TOTAL MARKET INDEX FUND REGULAR PLAN GROWTH OPTION,11.9042
2026-08-17,153332,ANGEL ONE NIFTY TOTAL MARKET ETF,12.0479
2026-08-17,153451,ANGEL ONE NIFTY 1D RATE LIQUID ETF - GROWTH,1072.9186
2026-08-17,153529,ANGEL ONE NIFTY 50 INDEX FUND-DIRECT-GROWTH,10.0092
2026-08-17,153530,ANGEL ONE NIFTY 50 INDEX FUND-REGULAR-GROWTH,9.9478
2026-08-17,153531,ANGEL ONE NIFTY 50 ETF,10.0383
2026-08-17,153827,ANGEL ONE GOLD ETF FOF- DIRECT GROWTH,13.8697
2026-08-17,153828,ANGEL ONE GOLD ETF FOF - REGULAR GROWTH,13.8051
2026-08-17,153955,ANGEL ONE NIFTY TOTAL MARKET MOMENTUM QUALITY 50 INDEX FUND - REGULAR GROWTH,10.3565
2026-08-17,153956,ANGEL ONE NIFTY TOTAL MARKET MOMENTUM QUALITY 50 INDEX FUND - DIRECT GROWTH,10.4097
2026-08-17,153957,ANGEL ONE NIFTY TOTAL MARKET MOMENTUM QUALITY 50 ETF,10.4169
2026-08-17,154206,ANGEL ONE SILVER ETF FOF -DIRECT GROWTH,8.1023
2026-08-17,154207,ANGEL ONE SILVER ETF FOF -REGULAR GROWTH,8.0835
2026-08-17,154413,Choice Overnight Fund - Growth Option - Direct Plan,100.6242
2026-08-17,154414,Choice Overnight Fund - Daily IDCW Option - Regular Plan,100.1000
2026-08-17,154415,Choice Overnight Fund - Growth Option - Regular Plan,100.6111
2026-08-17,154416,Choice Overnight Fund - Daily IDCW Option - Direct Plan,100.1000
2026-08-17,154624,Choice Overnight Fund -Direct -Unclaimed Less than 3 years Redemption Plan,100.0692
